S0	0.00000000000000000000	3.00000000000000000000	0
A	3.00000000000000000000	5.00000000000000000000	0
S0	4.00000000000000000000	7.00000000000000000000	1
S2	5.00000000000000000000	8.00000000000000000000	0
A	7.00000000000000000000	11.00000000000000000000	1
S0	8.00000000000000000000	11.00000000000000000000	2
S2	11.00000000000000000000	14.00000000000000000000	1
A	11.00000000000000000000	14.00000000000000000000	2
S0	12.00000000000000000000	15.00000000000000000000	3
S2	14.00000000000000000000	17.00000000000000000000	2
A	15.00000000000000000000	19.00000000000000000000	3
S0	16.00000000000000000000	19.00000000000000000000	4
S2	19.00000000000000000000	22.00000000000000000000	3
A	19.00000000000000000000	22.00000000000000000000	4
S0	20.00000000000000000000	23.00000000000000000000	5
S2	22.00000000000000000000	25.00000000000000000000	4
A	23.00000000000000000000	27.00000000000000000000	5
S2	27.00000000000000000000	30.00000000000000000000	5
